Sf,VCME,Bz,Vsw,Kp,Lat,Lcable,risk_score,risk_category
1,376.5,-2.43,553.3,5.74,-43.22,894.6,0.366,Medium
1,475.0,-1.12,570.5,6.59,34.4,1401.0,0.3899,Medium
2,410.5,-5.34,458.7,5.46,42.99,1153.0,0.4704,Medium
1,411.2,2.24,623.4,8.15,17.92,1327.8,0.3985,Medium
1,546.9,-4.61,308.9,7.43,31.15,79.0,0.4301,Medium
2,482.7,-0.06,373.0,5.37,-12.8,205.0,0.363,Medium
1,801.4,9.3,250.0,3.4,56.21,1393.1,0.3282,Low
1,538.2,-6.91,472.1,5.32,58.79,257.3,0.4153,Medium
2,875.9,-0.17,610.2,1.73,55.43,298.7,0.3544,Medium
2,883.9,-8.03,439.4,7.67,27.99,2024.1,0.5854,Medium
1,586.6,-1.9,396.0,2.08,-8.79,637.0,0.1781,Low
1,496.9,-5.16,500.7,2.66,-13.81,1697.8,0.2072,Low
1,861.9,2.91,326.1,5.74,2.19,194.4,0.3156,Low
1,299.7,-2.01,411.1,5.65,50.22,2671.0,0.3633,Medium
2,427.5,1.22,773.2,1.65,44.64,365.2,0.2715,Low
1,1372.2,1.7,402.2,1.64,16.45,450.6,0.2495,Low
1,601.0,-1.42,257.9,2.21,51.8,4110.0,0.2404,Low
1,1207.3,5.37,493.4,2.48,1.18,613.6,0.2355,Low
2,354.8,-3.73,550.3,0.92,51.16,357.6,0.267,Low
1,1007.4,-1.46,634.3,6.08,42.41,259.5,0.4548,Medium
1,1351.3,0.63,751.6,3.05,23.27,2366.4,0.3151,Low
1,684.4,10.32,542.4,3.39,25.68,466.5,0.2596,Low
1,787.3,-0.94,729.8,4.72,11.85,235.4,0.2983,Low
2,1019.7,9.26,571.3,3.24,33.92,2020.3,0.3915,Medium
1,613.3,2.42,732.8,1.89,33.39,214.7,0.201,Low
1,832.5,1.42,474.8,1.96,51.08,926.5,0.2556,Low
1,406.2,-2.81,491.7,2.3,-13.55,152.1,0.1775,Low
2,377.8,-0.36,504.9,2.44,11.66,5078.7,0.2447,Low
1,516.7,-1.6,633.7,6.13,11.61,1855.9,0.3235,Low
1,696.8,-1.54,482.9,6.12,-21.04,359.7,0.3636,Medium
3,379.3,-2.49,482.4,5.96,0.31,358.3,0.4251,Medium
2,743.1,-0.22,301.9,2.32,37.95,161.7,0.3288,Low
1,684.4,12.07,558.7,8.32,17.62,2095.9,0.433,Medium
1,324.4,-12.96,530.3,2.82,55.31,1328.0,0.2846,Low
1,756.1,-3.05,528.9,6.73,2.27,193.7,0.3476,Medium
3,250.0,-5.93,553.3,5.47,-9.39,712.1,0.459,Medium
1,453.0,-2.14,422.3,3.58,17.66,211.6,0.2337,Low
1,892.9,-0.02,386.2,2.09,29.61,223.4,0.2368,Low
2,920.3,0.33,575.4,2.73,5.14,428.5,0.2932,Low
1,598.3,-1.43,543.2,2.43,50.47,392.6,0.2514,Low
1,308.4,4.15,611.7,2.75,34.86,3966.9,0.2034,Low
1,849.9,-0.37,250.0,2.43,57.96,379.3,0.2915,Low
1,633.4,0.95,452.7,5.85,22.75,3522.8,0.3459,Medium
2,460.6,-0.63,756.3,7.23,54.5,949.4,0.5657,Medium
3,2551.3,4.75,605.4,7.73,61.74,398.6,0.995,High
2,990.3,-2.37,574.7,2.89,9.81,2315.8,0.3315,Medium
1,750.7,-2.11,532.7,5.89,60.41,1180.3,0.4603,Medium
1,472.7,-0.31,410.2,6.52,50.31,288.4,0.4214,Medium
2,537.8,-1.08,516.2,1.94,-0.54,286.9,0.2265,Low
1,709.3,-0.32,439.5,6.91,57.79,123.5,0.491,Medium
1,746.4,-4.8,366.2,3.86,5.5,693.3,0.2562,Low
1,503.2,0.23,658.9,7.37,62.68,376.6,0.4971,Medium
1,283.6,6.09,584.7,5.39,19.76,9326.3,0.2836,Low
1,266.0,-3.98,567.9,3.01,36.54,216.3,0.2262,Low
2,571.8,1.26,454.7,6.05,-0.29,2300.3,0.361,Medium
1,1041.1,-0.17,408.6,3.51,-2.3,498.1,0.2572,Low
1,1089.2,-0.87,477.1,7.0,-3.56,166.1,0.3857,Medium
1,458.8,1.42,325.6,0.9,8.89,951.0,0.1194,Low
3,831.0,1.8,561.4,1.92,47.43,209.7,0.4322,Medium
1,517.7,1.67,759.5,5.76,40.05,411.3,0.368,Medium
3,676.3,8.46,434.3,1.03,11.65,1098.8,0.2944,Low
2,322.7,-10.28,486.1,2.25,48.72,822.5,0.3619,Medium
1,324.5,-1.84,541.6,3.19,19.26,357.4,0.2081,Low
1,360.4,1.32,478.8,6.22,-16.12,1463.3,0.3155,Low
1,542.2,-2.9,655.3,6.04,16.02,386.3,0.3384,Medium
1,940.4,1.45,414.0,1.35,39.15,676.6,0.2244,Low
1,469.9,-5.92,535.8,4.46,58.11,127.2,0.3619,Medium
3,445.6,3.62,591.6,6.02,58.72,1041.5,0.6088,Medium
2,301.2,9.46,459.5,0.0,4.89,441.6,0.1387,Low
2,870.3,-1.73,683.4,8.16,41.45,1035.1,0.6256,Medium
1,416.2,-2.26,743.4,5.37,-37.98,561.5,0.3455,Medium
2,392.1,0.28,509.6,6.19,54.17,1546.8,0.4991,Medium
1,556.1,-2.27,448.4,7.14,-9.05,278.9,0.3576,Medium
2,1225.1,-6.52,578.3,2.76,42.97,764.3,0.4686,Medium
2,296.4,-0.66,534.9,7.66,59.56,155.2,0.5785,Medium
1,446.4,-1.35,720.6,0.56,3.46,454.6,0.1066,Low
3,1491.6,-10.78,626.7,2.25,55.47,238.1,0.7025,High
1,828.7,-0.73,410.0,4.34,35.58,5481.8,0.3364,Medium
3,1058.0,2.96,348.1,6.87,0.18,199.5,0.4999,Medium
1,534.9,-3.18,660.5,3.24,46.91,1278.7,0.2847,Low
2,1359.2,8.44,581.8,3.3,33.06,174.2,0.4317,Medium
1,706.1,-0.35,597.0,6.41,26.09,155.6,0.3857,Medium
1,623.8,-16.04,354.5,3.74,56.61,821.5,0.3626,Medium
1,755.9,3.09,250.0,2.6,24.71,319.4,0.2341,Low
1,400.6,-8.82,606.7,5.51,-13.83,645.2,0.3181,Low
1,615.8,-6.82,546.1,2.28,56.82,2494.0,0.2772,Low
1,359.0,1.35,320.1,0.52,-0.27,823.7,0.0898,Low
1,811.0,4.59,696.4,1.54,22.67,240.2,0.1953,Low
2,1261.1,10.02,632.8,5.48,22.79,88.1,0.4788,Medium
2,727.6,-0.41,250.0,6.03,23.87,596.4,0.4467,Medium
2,446.7,-4.72,460.9,7.11,53.99,198.3,0.5808,Medium
1,437.4,-1.47,567.7,3.4,1.39,1144.8,0.1991,Low
1,299.7,1.59,568.9,2.8,13.94,2993.4,0.1777,Low
1,395.1,-7.5,502.0,1.62,58.1,284.2,0.217,Low
1,589.0,8.69,471.2,2.33,39.32,1261.4,0.225,Low
2,445.0,-1.67,423.8,1.2,55.14,321.5,0.2795,Low
2,405.7,-6.69,287.7,8.02,33.42,369.3,0.5448,Medium
1,663.7,-1.04,525.7,2.79,30.41,213.5,0.2436,Low
1,633.8,-3.72,487.4,2.79,-29.81,366.1,0.2471,Low
1,300.4,-4.39,600.4,3.95,3.61,642.9,0.2176,Low
2,304.3,-0.58,598.6,4.96,46.98,165.1,0.4164,Medium
1,410.2,-2.77,522.6,2.51,55.33,907.4,0.2422,Low
2,953.6,-8.97,719.9,4.83,26.18,669.9,0.5074,Medium
2,442.1,0.48,405.9,7.5,-11.72,234.7,0.4337,Medium
2,678.4,11.44,640.8,2.19,27.74,157.1,0.295,Low
2,485.6,-8.42,516.4,7.3,38.89,379.2,0.5733,Medium
2,762.3,-9.51,309.1,2.52,56.01,291.9,0.419,Medium
1,353.0,-1.19,701.4,1.74,31.36,2483.9,0.1673,Low
3,574.9,-0.3,438.0,2.22,-8.95,160.6,0.323,Low
2,445.5,1.16,526.9,5.62,57.21,194.6,0.4872,Medium
3,982.9,-0.92,532.8,7.77,32.29,1290.9,0.6666,High
2,347.5,-3.36,615.2,3.97,13.65,320.8,0.3225,Low
3,442.4,-1.15,520.6,6.56,26.88,3063.0,0.5357,Medium
2,278.0,2.55,494.9,5.44,61.31,123.7,0.4661,Medium
1,591.1,-1.27,594.2,6.23,-12.47,233.8,0.3355,Medium
1,319.4,-3.41,318.5,4.73,-8.65,179.3,0.2477,Low
1,631.3,8.47,487.3,2.68,16.46,257.5,0.2111,Low
1,725.6,-3.49,250.0,2.33,47.56,272.2,0.2597,Low
1,336.0,9.02,440.9,1.35,54.02,399.2,0.1645,Low
1,584.9,-3.06,608.0,6.93,0.83,450.5,0.3354,Medium
2,279.4,-1.04,531.3,1.34,7.54,167.9,0.1926,Low
2,344.5,2.71,774.4,8.69,5.9,1136.9,0.4474,Medium
1,542.7,-3.19,469.2,6.26,65.81,254.2,0.4662,Medium
2,472.0,-2.95,686.6,0.94,59.06,485.8,0.2955,Low
1,600.6,-7.44,451.1,6.26,59.38,245.8,0.4722,Medium
1,311.9,-7.85,435.5,2.51,-30.4,157.6,0.2094,Low
2,1233.2,2.13,792.7,3.75,59.33,373.7,0.5084,Medium
1,699.9,-14.69,447.1,8.52,36.55,661.9,0.5436,Medium
2,1317.1,-1.41,754.2,2.46,57.36,260.2,0.4671,Medium
1,313.1,-7.68,250.0,7.17,38.88,467.7,0.415,Medium
2,374.7,-4.3,377.5,7.37,57.3,714.5,0.5867,Medium
1,388.9,8.96,467.1,6.94,57.09,1444.5,0.4459,Medium
1,445.3,-0.28,414.1,1.32,52.88,278.5,0.1775,Low
2,682.1,-5.5,470.9,2.68,22.59,468.2,0.3352,Medium
1,570.2,0.33,560.2,5.9,53.99,187.9,0.413,Medium
2,358.4,-2.47,671.7,0.86,47.03,207.7,0.2531,Low
1,431.3,0.66,423.8,7.22,39.72,4290.5,0.4211,Medium
2,1491.2,-0.39,468.9,2.77,-14.82,198.0,0.3777,Medium
3,1730.1,-2.18,262.0,2.17,29.81,3162.2,0.5118,Medium
3,469.0,-8.35,588.5,7.45,14.92,193.2,0.6017,Medium
1,666.0,-0.31,552.3,7.42,-16.19,306.5,0.3939,Medium
3,376.1,-0.77,536.7,3.47,54.23,1957.8,0.4718,Medium
2,1099.2,-3.49,565.1,3.96,36.55,182.1,0.464,Medium
3,667.4,-2.98,404.7,8.19,67.99,535.5,0.8107,High
2,405.9,5.29,530.9,0.62,24.89,2737.7,0.1963,Low
1,1533.7,3.86,612.8,3.39,14.49,1010.9,0.3278,Low
1,304.9,1.72,523.9,6.69,20.05,143.5,0.3367,Medium
1,433.2,-1.1,574.8,2.0,-3.77,334.1,0.1533,Low
1,1084.8,-3.33,453.8,1.46,-50.62,4311.1,0.2749,Low
1,329.1,-0.23,454.1,1.15,53.77,614.9,0.1548,Low
2,1116.7,9.68,572.1,6.33,10.4,540.2,0.455,Medium
1,411.5,-1.15,550.2,5.8,-17.95,1838.9,0.3127,Low
2,1135.6,0.42,427.4,4.15,2.01,951.1,0.3546,Medium
3,1356.1,2.12,559.5,2.53,21.68,1681.4,0.4482,Medium
2,520.9,5.38,425.0,9.0,18.56,1169.2,0.5212,Medium
3,272.7,3.72,549.3,1.98,7.1,210.0,0.2785,Low
1,392.8,7.1,565.2,1.48,60.24,144.6,0.1847,Low
1,440.9,2.93,677.0,2.74,24.4,363.6,0.2044,Low
2,384.1,-16.41,459.0,6.57,11.46,411.2,0.4752,Medium
1,297.3,-12.41,523.6,9.0,20.74,154.4,0.4651,Medium
1,437.5,6.03,440.8,2.3,43.14,1504.9,0.2101,Low
2,1112.6,-0.15,508.7,8.72,24.16,2341.0,0.5965,Medium
2,840.8,12.63,452.3,2.34,20.33,751.2,0.304,Low
1,308.0,-3.23,286.9,7.68,37.75,1173.6,0.4272,Medium
2,837.9,-0.66,402.7,2.8,44.86,3987.4,0.3794,Medium
2,1164.3,-2.76,347.1,1.26,1.93,3111.8,0.2691,Low
2,587.5,-0.54,657.5,1.38,32.9,190.1,0.2648,Low
1,592.6,-0.17,486.1,6.7,-33.52,514.2,0.4028,Medium
2,378.6,-4.11,586.4,5.39,0.52,1260.5,0.3458,Medium
1,498.8,-5.71,466.2,9.0,18.35,4171.5,0.4569,Medium
1,397.2,1.68,456.2,5.59,55.35,173.1,0.3782,Medium
3,262.1,-1.2,334.5,4.06,51.1,191.1,0.4758,Medium
1,363.2,-3.15,469.0,5.72,29.67,227.6,0.3347,Medium
2,1452.0,10.27,714.7,1.35,27.3,302.0,0.3473,Medium
1,804.1,12.86,250.0,2.81,58.52,408.0,0.3037,Low
1,581.6,3.51,594.6,1.86,13.36,523.4,0.1711,Low
1,346.0,-4.06,500.0,3.01,18.79,438.2,0.2086,Low
2,895.7,8.35,497.5,2.65,1.91,1314.3,0.281,Low
3,419.5,-0.91,401.6,5.96,-1.44,2066.1,0.4202,Medium
2,389.6,-0.59,524.0,0.51,42.6,5481.7,0.2169,Low
2,1075.6,-1.03,617.2,5.67,19.02,286.3,0.4616,Medium
1,583.0,3.13,643.2,7.81,48.29,109.8,0.4897,Medium
1,519.7,-2.42,462.7,4.63,20.98,771.2,0.2883,Low
3,647.4,-18.09,502.7,5.05,35.62,199.6,0.6898,High
1,1431.6,-2.11,601.4,2.16,20.57,309.2,0.2909,Low
1,851.9,-0.25,250.0,6.55,-9.5,520.3,0.362,Medium
1,569.1,2.97,345.8,3.31,28.06,178.9,0.2472,Low
1,558.0,0.1,456.6,1.48,22.52,398.5,0.165,Low
1,269.3,-1.32,635.3,6.56,41.66,232.6,0.3823,Medium
1,464.8,5.23,444.5,1.39,44.36,480.6,0.1739,Low
2,1158.7,-1.05,597.7,2.31,61.7,115.8,0.4424,Medium
1,388.9,2.61,389.3,3.84,32.29,232.5,0.2554,Low
2,545.0,2.76,348.9,5.57,42.73,411.3,0.4584,Medium
2,966.3,-2.24,647.2,4.26,29.8,117.6,0.4354,Medium
1,285.6,-2.89,379.9,2.1,-1.77,2710.1,0.1428,Low
2,396.7,-3.81,534.7,4.6,24.96,137.0,0.3789,Medium
2,752.4,-1.1,461.1,1.07,-8.04,265.6,0.2297,Low
3,582.5,-0.19,712.4,6.32,-18.78,5332.6,0.5049,Medium
1,450.4,1.1,586.1,8.4,7.82,3423.8,0.3831,Medium
1,310.8,-2.53,528.2,2.08,-15.52,772.6,0.1614,Low
2,859.5,-1.27,436.1,7.88,25.49,1505.8,0.5456,Medium
1,831.5,-0.03,576.2,6.09,52.7,1384.4,0.4534,Medium
3,1895.3,-1.07,554.1,1.77,-2.59,245.8,0.4242,Medium
2,273.5,-2.46,569.8,5.39,21.21,510.2,0.3795,Medium
2,462.6,-2.31,292.9,7.37,21.01,434.7,0.4684,Medium
3,616.9,3.83,307.3,2.24,-34.88,603.9,0.3887,Medium
1,500.4,1.45,622.9,2.51,48.94,225.2,0.235,Low
2,707.7,-1.97,335.8,4.52,-18.76,285.8,0.3774,Medium
2,307.0,-2.17,523.1,6.07,38.03,3576.4,0.4534,Medium
1,485.6,6.31,396.9,1.37,37.34,1110.9,0.1681,Low
1,250.0,4.7,442.8,0.84,13.09,5903.3,0.0994,Low
2,1336.5,-4.75,609.1,6.0,26.58,2408.9,0.5555,Medium
1,653.5,-3.51,493.7,1.72,-17.58,145.6,0.1887,Low
1,292.4,10.11,262.4,1.79,5.73,972.1,0.1314,Low
1,1250.9,-2.47,560.6,2.24,28.57,397.1,0.2903,Low
1,517.3,-2.67,579.2,6.64,50.25,465.3,0.4427,Medium
3,993.2,-0.86,734.6,3.06,-50.83,578.3,0.5285,Medium
1,543.9,5.4,784.2,0.59,43.6,887.6,0.1467,Low
2,376.7,-5.77,634.0,4.05,34.45,234.6,0.398,Medium
2,573.9,-4.52,608.3,6.69,2.12,130.8,0.4162,Medium
2,878.9,-1.42,276.4,6.88,41.71,246.5,0.5604,Medium
1,418.2,-2.54,534.6,1.59,40.19,380.1,0.1816,Low
1,554.3,-8.49,577.4,2.37,-10.12,354.3,0.2095,Low
3,2296.5,3.95,393.4,7.77,22.51,125.1,0.7596,High
3,2468.3,6.44,432.0,1.85,26.62,267.8,0.561,Medium
1,949.1,4.0,462.5,6.28,50.27,4812.7,0.4712,Medium
2,624.3,-0.62,487.2,1.1,23.88,435.4,0.2417,Low
2,1173.3,9.24,686.0,2.19,29.69,349.3,0.3556,Medium
1,420.6,-2.08,541.8,5.81,45.48,232.3,0.378,Medium
1,250.0,-1.05,412.7,6.53,3.63,3513.1,0.2899,Low
2,1113.9,-6.8,782.3,2.46,34.15,162.7,0.438,Medium
1,304.9,-1.67,649.5,6.64,21.72,148.3,0.3449,Medium
2,1144.6,-2.36,295.9,1.52,-41.48,223.4,0.3583,Medium
3,426.2,-7.2,531.8,5.82,40.8,244.2,0.6144,Medium
1,444.6,-6.46,597.7,1.56,27.95,687.0,0.1852,Low
1,652.4,-2.13,500.0,3.52,29.55,233.5,0.2745,Low
3,1015.7,-2.38,516.6,1.61,51.06,707.9,0.4768,Medium
1,432.6,-12.07,675.7,4.33,24.41,1544.0,0.3158,Low
2,317.1,-5.19,517.7,1.74,29.7,621.7,0.2721,Low
2,853.9,0.5,499.8,4.27,2.97,2169.5,0.3345,Medium
2,437.5,-9.01,562.0,7.42,-21.47,1404.1,0.5203,Medium
2,306.2,-1.69,615.6,2.38,19.94,3080.9,0.2592,Low
1,393.5,-14.24,690.3,4.02,-16.03,586.2,0.2917,Low
3,823.4,1.33,577.1,3.36,57.9,442.1,0.5274,Medium
1,446.8,3.17,432.2,1.14,-2.26,3771.8,0.1204,Low
1,488.8,-6.74,508.6,2.67,50.66,2423.2,0.2673,Low
2,852.9,-2.31,507.7,2.35,39.56,785.0,0.3616,Medium
2,611.9,5.87,417.5,5.84,-11.48,659.3,0.3897,Medium
2,268.0,-6.15,578.2,2.62,53.36,1507.0,0.3613,Medium
1,250.0,-2.2,475.3,6.12,25.8,1845.4,0.3272,Low
1,250.0,-4.8,444.5,4.84,-3.33,204.3,0.2402,Low
3,680.0,-1.62,482.7,4.59,15.85,1587.5,0.4505,Medium
1,250.0,1.83,279.5,6.0,18.11,270.9,0.2999,Low
2,714.6,10.69,469.3,2.01,-3.44,180.5,0.2452,Low
1,408.3,-1.93,400.1,5.41,66.78,1461.2,0.4,Medium
1,552.7,3.41,468.0,6.56,19.59,189.2,0.3569,Medium
2,799.6,-2.65,481.7,1.13,56.16,2785.9,0.3333,Medium
1,294.3,1.43,608.0,6.33,-21.67,12020.1,0.3253,Low
1,306.9,11.05,253.9,4.92,-16.78,347.2,0.2625,Low
2,488.8,-13.53,503.8,3.27,12.59,1026.9,0.361,Medium
1,489.0,-2.35,611.6,6.82,68.02,110.8,0.492,Medium
1,305.0,5.38,670.8,4.41,-38.29,128.3,0.2796,Low
1,366.7,-1.6,518.8,1.49,-41.89,1387.6,0.169,Low
1,433.8,-2.56,483.9,6.58,8.44,331.2,0.3251,Low
2,1224.9,-4.47,545.4,6.37,-11.52,3375.3,0.4977,Medium
1,358.7,0.37,545.8,6.35,-23.76,205.9,0.3377,Medium
3,1254.0,-8.09,307.7,4.07,9.15,233.1,0.495,Medium
2,394.0,-2.24,525.8,2.42,24.37,264.4,0.2803,Low
2,255.7,-0.42,412.0,1.73,-8.97,714.7,0.2021,Low
1,570.7,-5.4,625.5,2.78,17.3,3090.9,0.229,Low
2,329.0,-6.62,432.1,1.89,17.78,476.6,0.2601,Low
2,469.0,7.01,622.4,0.0,-41.51,167.6,0.1985,Low
1,497.9,6.92,719.8,1.59,60.31,252.4,0.2045,Low
1,710.2,-10.88,624.2,6.73,8.26,417.2,0.3867,Medium
1,448.6,-6.45,557.4,1.13,58.51,2707.9,0.1997,Low
2,426.1,-4.66,671.6,1.6,45.94,219.3,0.3139,Low
2,735.9,-2.82,385.1,5.84,49.12,272.5,0.5281,Medium
2,362.2,0.0,635.5,1.62,-8.97,658.4,0.2069,Low
3,491.9,5.21,666.7,4.37,-5.97,487.4,0.3807,Medium
1,376.3,0.15,265.5,0.79,39.07,494.3,0.1314,Low
3,2733.8,-10.45,578.9,4.98,54.57,169.5,0.9796,High
2,743.8,7.87,416.9,5.59,56.94,951.9,0.5253,Medium
1,523.4,0.39,413.6,3.62,19.56,555.1,0.2404,Low
1,298.7,-0.53,254.3,6.05,35.3,612.0,0.345,Medium
1,634.0,2.42,491.1,2.51,-8.5,2185.1,0.1936,Low
1,487.7,4.78,413.3,3.4,-43.07,196.5,0.2653,Low
1,250.0,-0.63,526.2,1.87,19.43,1636.3,0.1456,Low
1,619.1,7.55,493.6,3.82,28.21,454.4,0.274,Low
1,408.4,8.74,250.0,5.75,20.25,232.1,0.3117,Low
1,1092.7,0.23,551.5,1.68,62.5,460.7,0.2942,Low
1,399.5,0.94,539.6,6.32,42.88,476.9,0.3846,Medium
1,356.4,-5.88,526.0,7.52,49.34,2656.1,0.4716,Medium
1,358.5,1.03,419.8,1.93,25.82,164.1,0.1648,Low
2,886.8,-8.78,488.8,3.93,65.35,131.0,0.5504,Medium
2,858.9,-0.83,404.0,3.47,0.1,779.7,0.3042,Low
3,388.5,0.95,250.0,7.05,10.68,200.6,0.481,Medium
1,945.3,-0.21,548.6,5.88,50.83,2276.9,0.4544,Medium
2,424.0,-1.27,526.7,6.35,3.11,328.9,0.3723,Medium
2,549.9,-14.23,348.2,2.49,41.16,272.6,0.3843,Medium
2,585.7,-1.32,559.3,2.39,-1.43,980.5,0.2495,Low
2,468.4,3.8,616.7,0.0,2.02,533.0,0.1513,Low
1,464.8,-6.02,353.2,5.27,-7.12,358.7,0.2834,Low
2,750.0,1.73,499.7,6.12,64.74,283.7,0.5755,Medium
1,424.6,-5.52,368.1,7.3,52.63,3708.9,0.4712,Medium
1,904.0,6.88,404.4,2.12,24.31,1346.7,0.2307,Low
2,364.1,-1.93,501.7,6.15,6.76,1040.0,0.3732,Medium
2,615.7,1.59,388.8,2.09,39.03,389.3,0.3046,Low
2,1076.6,-5.43,369.7,7.84,47.19,262.5,0.6704,High
1,1008.2,-2.31,503.6,2.89,53.1,1401.7,0.3341,Medium
2,281.8,-5.28,390.0,6.63,28.96,3188.9,0.4596,Medium
1,551.7,0.04,580.8,6.63,27.23,852.1,0.3789,Medium
1,505.8,0.28,615.5,6.1,-19.94,409.8,0.335,Medium
2,478.6,12.77,388.2,6.41,1.07,1193.2,0.3666,Medium
1,462.3,-3.6,466.7,6.63,32.37,394.1,0.3914,Medium
1,542.4,-2.49,268.0,6.19,15.42,1667.4,0.3356,Medium
3,1515.2,-4.43,392.1,2.88,25.49,386.1,0.523,Medium
2,661.1,0.39,588.2,1.89,52.22,181.8,0.3258,Low
1,516.4,-2.98,663.0,7.59,24.09,3420.4,0.4171,Medium
2,659.6,-7.24,362.4,6.45,15.64,368.0,0.4589,Medium
1,371.6,-2.32,326.5,6.11,23.39,139.3,0.3335,Medium
2,358.6,-0.04,494.0,2.01,56.08,194.8,0.2982,Low
2,445.6,-12.05,410.0,4.28,-22.51,188.8,0.3999,Medium
1,358.2,-2.78,278.6,5.7,21.33,13369.7,0.3112,Low
2,961.3,-0.91,591.3,2.47,29.81,298.2,0.3496,Medium
1,257.9,4.4,443.4,3.25,-35.74,162.6,0.22,Low
1,316.4,1.82,375.6,2.51,29.89,3402.8,0.1882,Low
3,332.1,-1.63,571.8,8.36,24.92,527.2,0.5943,Medium
2,481.3,0.62,698.3,6.45,48.59,144.2,0.5071,Medium
2,566.7,3.54,252.4,7.86,30.52,2494.2,0.5226,Medium
2,423.1,3.19,632.4,0.98,39.82,1812.9,0.2338,Low
1,313.2,2.22,482.8,0.41,41.59,597.2,0.1085,Low
2,986.0,-2.37,403.4,2.43,27.63,1462.5,0.3508,Medium
1,637.6,-6.93,250.0,6.42,31.3,193.6,0.4007,Medium
2,785.5,-7.1,551.4,2.52,3.33,1358.1,0.3096,Low
3,652.9,-4.13,476.6,1.63,9.41,11136.7,0.3405,Medium
2,913.4,3.28,632.7,1.11,26.01,75.8,0.2745,Low
1,685.2,-2.38,714.4,5.55,21.16,1263.0,0.3461,Medium
1,490.4,6.07,342.9,5.53,20.03,368.4,0.3117,Low
2,317.6,-5.62,709.2,5.91,38.44,774.4,0.4862,Medium
2,250.0,-2.13,419.5,3.58,54.95,456.4,0.3699,Medium
1,539.7,3.79,356.9,4.36,39.77,1656.9,0.3086,Low
1,389.3,-2.94,262.5,5.53,2.89,2803.0,0.2691,Low
1,405.3,5.64,571.5,6.62,52.5,187.8,0.4218,Medium
2,908.6,0.84,533.4,0.83,24.94,678.9,0.2607,Low
3,418.4,3.66,516.8,0.0,39.1,284.2,0.277,Low
2,326.7,4.28,536.9,1.57,0.32,2920.3,0.1886,Low
1,712.6,-3.75,507.6,6.42,38.96,3951.7,0.4308,Medium
3,1354.1,9.41,740.2,6.83,57.97,541.2,0.7688,High
2,799.0,1.49,615.0,5.89,14.04,5520.9,0.418,Medium
2,262.7,-6.42,591.1,4.9,38.11,271.7,0.4322,Medium
2,456.3,-3.8,568.1,6.95,-2.74,205.4,0.41,Medium
1,1143.7,0.44,571.0,5.57,37.67,142.4,0.4299,Medium
1,332.3,-0.4,730.0,2.7,59.98,525.0,0.2387,Low
1,436.4,-13.49,763.0,3.29,21.31,266.3,0.2814,Low
1,384.5,-9.58,665.3,6.28,38.84,3073.9,0.414,Medium
1,279.6,-4.22,554.2,2.2,65.79,733.0,0.2284,Low
2,1348.3,5.04,468.4,1.88,50.06,354.0,0.4104,Medium
1,440.6,2.33,296.0,5.21,5.01,545.1,0.2636,Low
1,443.4,-2.74,630.3,2.43,53.48,739.6,0.2421,Low
2,803.1,5.39,460.7,3.12,-19.09,2730.8,0.3272,Low
2,250.0,-2.79,552.8,7.58,35.89,207.5,0.5109,Medium
1,250.0,4.98,470.9,3.51,58.13,120.7,0.2621,Low
1,352.4,1.75,624.6,5.2,9.84,165.2,0.264,Low
1,469.3,6.97,637.4,5.45,37.01,3554.0,0.3421,Medium
2,250.0,1.45,471.8,0.53,45.66,340.9,0.2,Low
2,876.9,-2.98,519.8,6.52,59.34,418.0,0.6186,Medium
1,788.1,5.45,521.4,2.51,46.04,112.5,0.2674,Low
2,397.1,-0.47,617.0,7.44,-21.45,324.8,0.4609,Medium
3,1138.8,0.92,435.1,2.02,16.33,550.7,0.3901,Medium
1,580.3,0.36,395.9,4.85,4.06,206.4,0.2626,Low
1,524.5,-3.74,457.2,2.4,8.64,935.7,0.188,Low
1,469.7,4.67,548.9,5.82,24.12,400.8,0.3295,Low
1,506.1,-4.42,570.8,1.11,44.13,212.6,0.183,Low
2,821.2,7.04,552.9,7.97,56.45,489.8,0.6493,Medium
1,1500.7,-1.87,250.0,6.29,46.86,533.0,0.536,Medium
1,821.1,-12.09,513.1,8.51,24.99,227.4,0.5155,Medium
2,733.5,-2.43,541.2,3.96,15.64,322.1,0.3586,Medium
1,654.2,-20.75,475.8,8.73,45.25,284.9,0.5991,Medium
3,410.8,2.1,406.5,6.03,37.61,1720.0,0.5351,Medium
2,699.5,-2.87,366.8,5.77,47.22,267.2,0.5141,Medium
2,536.8,-0.74,555.0,5.49,8.08,468.7,0.3646,Medium
2,858.7,-4.1,510.8,2.58,19.9,2079.5,0.3385,Medium
2,829.4,14.33,562.8,5.94,-5.28,562.4,0.3965,Medium
3,1347.0,2.57,381.7,7.61,-5.8,2875.2,0.5761,Medium
3,842.1,-7.24,329.2,7.58,-4.17,232.6,0.5567,Medium
2,844.3,2.22,486.2,2.68,56.3,1048.6,0.396,Medium
2,462.4,-12.87,250.0,4.96,15.19,294.8,0.388,Medium
1,342.2,3.03,412.7,0.59,21.97,216.0,0.1061,Low
1,250.0,-9.1,379.0,7.66,-24.45,193.0,0.3999,Medium
1,504.4,-3.12,616.4,1.13,18.95,3946.6,0.1532,Low
2,934.0,3.15,539.1,2.69,1.07,2491.9,0.2841,Low
2,350.1,-2.73,546.0,6.45,1.4,240.9,0.372,Medium
